Knowledge,OralExpression,Deduction,MentalRotation,Visualization,Vocabulary,Analogies,Quantitative,PatternRecognition
0.291258687,-1.078533799,1.002197744,0.077775585,-0.260282339,-0.235068551,0.658131854,0.900539408,0.145073975
-1.517898946,0.299915296,0.312492541,-0.508839975,-0.034099343,-1.162699663,-0.988052439,-0.976592024,-0.611074379
0.850226025,0.025519614,1.315135422,1.070062531,1.552358029,1.24855756,0.587578468,1.295892087,1.952565381
0.670927028,-0.368626792,-0.525280434,0.480159221,0.908370765,0.895238146,0.086210862,1.766940387,1.177865842
2.837526313,2.289868882,0.289154703,0.250518578,0.300404614,2.347946029,-0.405033855,-2.167617393,0.395286412
-0.847261002,-0.739305767,-0.625046094,-0.249574293,-0.77985012,-1.460757633,-0.896306615,-1.369785208,-0.251824553
0.475902829,-0.076205474,1.12917832,0.863778084,-0.406824663,0.128725782,0.372403377,1.015378505,0.373821461
0.545736554,-0.296655714,2.356364367,1.034696396,1.371008439,0.532809549,2.010824912,0.22363807,1.472894294
-0.672543908,-0.721208901,-0.606606309,-1.150436321,-1.912012523,-0.105426342,-1.790905582,-0.161980875,-1.292130429
-1.885758333,-0.256661493,-0.684742595,-1.753451336,-2.121441225,-0.349087161,-1.203310362,-0.030208632,-1.916520026
-0.56404031,-1.355884271,-1.753384803,-0.832755902,-1.145792056,0.218902646,-0.266799028,-1.036330433,-0.482134615
0.018387698,1.513756502,-0.749524009,-0.296628088,-1.144765762,-0.398225038,-1.906774557,-1.448797316,-0.229287763
0.96722756,-0.357100295,0.241233682,-1.2294009,-1.164283807,-0.529264151,0.095195079,0.372612641,-0.849556375
0.154556785,-1.731018247,1.852835844,1.220657064,0.950264683,0.45151757,1.075984835,1.219837038,0.430276018
2.162927653,1.581750111,3.056651596,1.14420212,3.17175915,2.594342807,2.062693169,2.531232415,2.129708969
-1.300701994,-1.244483971,0.209522268,0.28179451,0.08542429,0.598122582,1.350366421,0.406814182,0.121673037
0.369114112,0.307331872,0.63667371,1.556574069,0.53387599,-0.263861616,-0.657836661,-0.270714593,0.906164809
-1.496619866,-0.799821628,-0.127084539,-1.509888781,-1.70794469,-1.621646076,-1.226476545,-0.565140282,-1.751491115
-0.535779347,-0.435581806,-0.973860824,0.055362799,-1.47884016,1.487579901,-0.793043498,-1.079804341,-1.375019773
-2.094363812,-0.976431171,-0.414812796,-2.084938633,-1.369346815,-2.099151575,-1.657291028,-1.776818499,-1.667659901
0.661931046,0.573948016,0.7265319,0.890071642,0.842812798,-0.059850237,0.598452189,-0.636947777,1.224012705
0.326727691,0.404720636,-1.110571381,-0.846690337,-1.300922399,1.017153156,-1.51766386,-0.567409795,-1.424930747
1.865580124,1.591516795,-0.709803601,0.465758197,-0.493817387,1.152923275,-0.868037945,-0.071989925,-0.596549378
-0.543457876,-1.845821408,-0.170518299,-1.647874841,-1.534812945,-0.794530162,-1.096237598,1.175622356,-1.650357079
-0.033031321,0.717518239,-1.597963256,1.302530387,-0.912817029,-0.190968736,-1.82669488,-1.186124126,-0.714910922
1.122714039,0.443408936,1.399824901,1.48961579,1.267783907,2.559505814,0.605042759,1.071265105,1.074909566
-0.612981083,-1.097970542,-0.25826132,-0.278648797,0.46198764,-0.784665171,0.387568954,0.710397329,0.50518399
1.082507096,1.103858089,2.094680037,0.830771261,0.479896403,0.445342463,-0.083982615,1.496102828,1.295220766
-1.390840796,0.502346593,-0.717434279,-1.291444511,-0.421668138,-2.275614224,0.405567988,0.132525857,-0.344724002
-0.638023477,-0.036727786,-0.757206735,0.696028287,0.195067144,-1.162921853,-0.799149205,-0.813634841,-0.488736457
0.57362705,1.715159425,0.442199048,-0.170531471,1.444096776,0.102632185,1.606684114,0.98092305,1.202788572
-0.941992446,0.501550138,-1.480901088,-0.502015931,0.845772942,-0.520861627,0.454148677,-0.704033143,-0.2699107
0.042138665,1.01380078,-0.061996911,0.166751619,-0.209445829,0.323587604,-0.847519426,-0.157982882,0.233929919
-0.309122065,0.800591393,1.784238349,1.347094375,0.642375245,0.575867497,1.7790967,0.968437601,1.067296947
-0.888240988,1.057660248,-0.557440931,-0.973072544,-1.039575695,-0.511879521,-1.317868542,-0.869786417,-1.38775258
-1.792888337,0.826058075,0.214066131,-0.092523307,-0.425456077,-1.587696193,0.508385248,0.116861757,-0.141371919
0.599277959,1.621886838,-0.145186694,-1.191359634,-0.034595559,0.363463159,0.58696668,1.244269132,0.351458225
-0.13204678,-1.043134863,-1.466292713,-0.042657865,-0.208333296,-1.281785544,-1.439333126,0.280062808,0.284916875
-0.155880378,-0.282118694,-0.111822198,-0.466559113,-0.934446245,-0.051566235,1.286380543,1.358388904,-0.727928841
0.784152064,0.163904201,0.121425429,1.062017859,1.264122747,0.884893773,0.773218543,0.219991961,1.323985266
0.923044929,2.092098497,1.018955572,1.199145402,1.311108515,1.785907893,0.200511983,-0.767901361,1.194892224
0.221234757,-0.901224703,-0.474131554,-0.146246722,-0.981728771,-0.389285115,0.208117814,1.415011084,0.512403373
1.738478692,1.009004961,0.395790025,-0.819042817,-0.112686276,1.540231524,0.157950738,1.270976109,0.044417699
-0.560448158,0.387529093,-0.534399171,-0.587910463,-0.529262876,-0.220959185,-1.344655961,-0.684564315,-0.442332208
-0.391986231,-1.278637767,-0.97843681,-0.37462017,0.433525676,-0.403038528,0.028770681,0.931036361,0.748143933
0.560412988,1.221234401,1.472690374,-0.43270728,0.84919411,0.233694922,0.01956117,0.304964767,0.443440851
1.452264759,1.4842636,1.373935534,1.32631775,1.113867867,0.955176713,0.846587339,-0.167487329,1.656473916
-2.210397022,-0.314059682,-1.291064731,-1.327970145,-0.449418109,-0.326320352,-0.893309111,-1.354392719,-0.809570793
0.335636194,-0.349807524,-0.860504624,1.281577324,0.014482645,0.417438403,0.288415845,1.237779356,0.431118612
-0.168964005,-0.388801765,0.922180722,0.388408975,1.046305974,1.315471937,1.448179302,-0.424108362,1.167049929
-0.264292834,-0.158086968,-0.778090129,0.568410873,-0.408789566,-0.244995279,-0.040864486,1.111883417,-0.647392382
0.008162112,-0.211099401,0.373982489,0.822329517,0.734969745,0.397260241,0.467863377,0.152711932,0.448784935
1.569245661,2.157922489,1.926809797,2.092160103,2.066868632,1.270975277,0.609194574,1.359087217,1.32565734
0.011342808,-0.325337503,-1.986988507,-0.293251186,-0.741574579,-0.618343873,-1.4291237,0.824972562,-0.072925908
-1.231698354,-3.199797096,-0.420573136,0.236069901,0.790612752,0.173980954,-0.079072346,-0.526995019,0.885067301
-0.966471328,-0.33592054,-1.000707052,1.261494206,-0.364487057,0.300615238,-1.365298266,-1.3148825,-0.251253141
1.049935495,-0.130486225,-0.733587004,0.425580517,-0.074563928,-0.081848446,0.056761917,0.111488743,-0.272256171
1.584174748,0.008934778,-0.656521158,0.843819057,0.502280109,0.979375089,0.484976233,-0.101462318,0.860487956
1.896309969,2.18212176,1.127582886,0.153767513,1.180604212,1.995205189,-0.264346567,-0.058917591,0.557869434
-0.633501629,0.671238598,-1.591313437,-1.014051433,-1.987005803,-2.122244337,-0.868765843,-1.991124601,-1.813420351
0.576653888,1.102406814,0.413665601,-0.61889198,-0.494440385,-0.932972464,1.216071394,0.411729988,-0.262603864
-0.974170173,-0.067092614,1.44082823,-1.359116001,-0.167976934,-0.730211712,0.451817902,0.990323735,-0.629071963
0.168434903,-0.45360634,0.203644531,0.100594924,0.360983702,-0.167921753,0.305288579,0.712854677,1.021129056
-0.27450422,-1.027208189,-0.501206028,-1.025123977,-1.036018248,0.325791102,-0.122551116,0.909418729,-0.33802002
2.278515998,1.702737725,1.129506587,0.246508431,0.845155011,2.509753074,1.079832618,1.537011343,0.870114627
-1.307215644,-0.854691474,0.135848138,-1.171714438,-0.934917631,-0.690414439,-0.514949108,-0.036520236,-0.866656973
2.212206653,0.058962291,1.252934149,1.463618097,1.793762786,2.175665387,0.97338655,0.742900253,1.724374894
-0.386145675,-0.527545487,1.190047915,0.541911523,-1.135489723,-0.433487292,-0.024589643,1.160453881,-0.716209683
0.309729653,0.357171837,-0.228177189,-0.515942515,-0.117039588,1.040512895,-0.712419525,-0.143879787,-0.55165176
0.370104043,-0.221877,-1.877377206,0.40957948,-0.593588314,1.168825374,-0.844062592,0.051475383,-0.729271546
-1.52669593,0.060672323,-0.031911107,-0.010357154,-0.356835991,-1.201630271,-0.931958014,1.008753658,-0.168136214
-0.631526467,-1.22333364,0.047465006,-0.674982825,-0.940667147,-1.204329021,-0.138491948,-1.282190655,-0.021459417
0.232216678,0.089683455,0.595774079,0.428520722,-0.471226379,0.607500798,0.323362688,0.11345275,0.496070336
1.676388474,-2.178980135,1.107374755,-0.932785716,-0.209711568,1.020820178,0.554609388,1.273558919,-0.68967483
1.135957607,-0.023051303,0.296288052,0.742266939,0.078828496,0.503732086,0.189758186,-0.124898608,0.651859901
1.523539698,0.814687625,2.998214081,1.115293841,2.028059225,1.770709693,1.617219894,1.046570614,1.325526821
-0.371763151,-0.066396545,-1.327305849,-0.416155796,-1.581920326,0.75192199,-1.366680827,-0.628774671,-1.036630566
0.440208514,0.919788678,-0.037871791,0.111985764,0.557227619,0.735832354,-0.453338054,-0.550257754,0.509885219
-0.17354796,0.624176684,-0.048422451,0.231570216,-1.065029531,0.345281498,0.084640122,-0.042097326,-0.313256833
0.943867365,0.419797759,-0.34328118,1.171010256,0.253208845,0.583866522,-0.461475125,0.836030563,0.255166914
-0.321799769,0.899834538,0.327914664,0.238436623,0.227358154,-0.214455042,0.76151649,-0.60725467,0.091921493
2.060189128,0.81667589,1.410934486,0.002887016,-0.363258125,1.626245713,1.032770184,0.383214945,0.844292408
0.388692452,0.620605867,0.966856431,2.511067201,2.701843806,0.333354085,1.9712591,1.808645169,2.69460908
-1.191950761,0.584215358,-0.40978484,-1.175749328,-0.937706065,-1.871266963,-0.944488062,-1.968715189,-0.911764558
0.264156156,0.116262217,0.880646476,0.327234896,0.854725057,-0.228822428,0.151293404,1.126691636,0.524843421
-2.177188676,-0.244048414,-0.188584721,-1.561548816,-1.751215649,-1.396478586,-1.412847282,-1.546253939,-2.298955801
0.985941914,0.486894813,0.662118454,-1.119208978,0.276472036,-0.147502488,0.573827449,1.821333315,0.164607594
1.746201799,-0.801460611,-0.472305548,0.230439423,0.839694244,0.954392685,0.670598861,-1.593846565,-0.021808708
-0.476789755,0.107067454,0.304204588,-0.833319839,-0.348691443,0.722272913,-0.195002178,-0.176627974,0.186779325
-0.759585727,-2.030813184,-0.957488134,-0.970138983,-0.547453478,-0.343011178,-0.585579992,-0.136282709,-0.095876641
-0.099608706,-0.10776752,-1.181770206,-0.3725554,0.762030211,0.166263139,-0.116053235,0.217865351,0.459758625
-1.418681294,-0.943872684,0.034952779,-0.95240835,-0.275898827,-1.252991001,-0.881640439,0.037755938,-0.098765127
0.700533041,0.008187981,-0.213275409,-0.097809999,0.147168563,1.478780053,-0.431028917,-0.10331706,-0.270702441
0.109248032,-0.820407366,-1.941638616,0.056179471,-0.271524793,-0.945645679,-0.591348231,-0.973954718,-0.173972804
-0.842154447,-1.290097369,-2.647108737,-0.415388943,-1.31906052,-1.484844589,-0.803780076,-0.720434101,-1.026246069
0.303401246,0.63981411,1.414918543,-0.102162369,0.463773131,0.550956578,1.343245298,2.218838324,0.420823889
-1.587865171,0.530625085,-0.178280323,0.602922356,0.674420201,-0.356391227,-0.94252982,-1.399637794,0.411441121
0.103981453,-0.848048421,-0.88238936,-0.108079071,0.135089898,0.128043388,0.633049307,0.279843842,0.417394584
-1.035144348,0.9680292,-0.77511273,1.854965338,-0.823916844,0.585827516,-0.680133993,-0.719263294,0.361989148
-0.252935571,0.277733813,-0.538325534,0.361390616,0.195741863,0.530129095,-0.341139356,-0.924568189,0.399300726
1.040800987,-0.359855343,1.525998412,0.909112933,0.771111357,2.355777737,1.018451546,0.094989405,1.178416161
1.882216426,0.788147414,0.652415456,0.180852469,0.698218079,0.88285506,0.285042343,0.008664678,0.194049277
0.023247091,0.54097678,-0.744937792,0.546013478,0.676975645,0.644746627,1.158782998,-0.373530017,0.305085368
1.166712109,0.686783656,-0.559307526,-1.356790601,0.685689352,0.330539026,1.153744708,1.437197857,0.346281517
0.279389566,0.23948352,-1.758036934,-0.471581173,-0.571728568,0.249326236,-2.055685256,-1.78743205,-0.748774759
-1.264337403,-0.204984505,-1.516851285,-1.317883451,-1.147446938,-1.580068458,-1.260942457,-0.370555511,-1.550447227
2.245636556,-0.983245484,0.538087007,0.949063892,2.03942662,1.650844792,1.026076949,1.702304037,1.198503357
-3.23832813,-0.530859836,-0.268602617,-2.019143239,-1.213145964,-2.274835589,-0.335119648,0.282080379,-1.145956314
1.581476111,1.711968776,-0.131539165,-0.092029564,2.111769891,1.187232311,1.372092243,0.266429118,1.404012212
0.600298513,-0.354922843,2.398299962,-0.081204939,0.554339188,0.111731477,0.649612999,-0.194309142,0.764423828
0.06113141,-0.495714868,-0.634626471,0.308158246,-0.655418431,0.00955513,-1.96114842,-1.173181979,-1.243642891
-0.179561933,0.276617199,0.632322743,0.536053486,0.546273902,0.413960514,0.654472189,0.20940832,0.436301239
-0.140423146,-0.226790492,0.945974686,-1.15229849,-1.382552847,0.70218748,0.582765726,-0.200037973,-0.99331205
-2.025535748,-1.033655135,-1.687111052,-1.713982782,-1.322558902,-1.678233149,-1.431676984,-1.657147739,-1.291842126
0.12720033,-0.409213033,-0.364471404,0.851623799,1.202729609,0.354493336,1.81563259,-0.536299513,0.763911214
-0.693144154,-0.930094686,0.139220886,-0.371723861,-0.964177923,-0.608051344,-0.4391588,0.257642278,-0.555949892
2.335076934,0.084929169,0.70507853,1.24964561,1.477817532,1.5461255,0.868812874,0.152077421,2.369682971
0.04687994,-0.491463007,-0.536460686,0.166367054,0.308220351,0.0102353,0.277765788,0.546574824,0.685472067
0.069264401,1.873940151,1.151311366,-0.70323414,-1.095418366,0.437007917,-0.088574803,1.325617829,-0.728423442
0.063195462,0.090942352,-0.763992008,-1.017113032,-0.935533849,0.467538976,-0.692026658,-0.21754279,-0.787640334
0.98466509,0.783761156,-0.138532729,1.167932829,0.094229377,1.47841842,1.069292254,-0.044647613,0.426577764
-0.613192675,-1.684560386,0.231960762,-0.960370588,0.226068826,-1.361160146,0.658373146,-0.87064468,0.521668865
-0.777511045,-0.149840844,-0.195932573,-0.304441045,-0.598997846,-0.67435862,0.722507748,0.012901518,-0.119932073
0.785724837,-1.287872664,-0.312882494,0.078375615,-0.016292015,0.144107459,1.236316553,1.7094064,0.60590932
-0.482913863,-1.674496386,0.107213348,0.516923673,-0.302485722,-0.96351827,-0.757935606,-0.808737663,0.726561466
-1.241950494,-0.464244753,1.014845668,0.506240532,0.054624748,-0.347716526,1.320005181,-0.606254167,-0.108900783
-1.69696236,0.172511773,-1.208986684,-1.39691989,-0.656768104,-0.296263865,-1.712165299,-1.494828168,-1.439415703
0.734032806,1.13851412,-0.345939406,-0.860671876,0.928288603,0.305170828,0.417478145,0.31423017,-0.866831992
0.308627004,0.956075682,2.031880719,1.379276732,1.487943726,0.577655388,0.287279216,1.432553253,0.598194887
0.791186282,0.353656811,0.534943677,0.501292968,0.483045003,0.722453869,-1.341483296,0.257705083,0.710032355
-0.613488653,0.594442135,0.022310482,1.243525517,0.337387592,0.216206061,0.938224053,0.515617199,1.082052311
-0.749158244,-2.002810135,1.095572888,-0.400782437,0.576435127,-0.828552834,0.638787583,1.253013679,0.745485385
-0.562361982,-0.396413933,-1.001101204,-0.667242303,-0.409007039,-0.669042771,-0.894512143,-1.551300967,-0.816140436
-0.90076446,1.274102238,0.730525375,-0.513347255,0.297102914,-0.971907656,0.500417631,1.112085279,0.388618587
0.520875773,0.19043113,0.891827536,0.286676301,1.034802185,0.73254511,1.077568561,0.373718595,0.339418084
0.687297718,0.237771631,1.976239972,0.045323722,0.407188385,0.482161179,0.358599277,-0.409615134,1.222232866
0.24183226,-0.525519642,0.135567063,0.080622728,0.482482262,-0.030685586,0.567245366,0.446441333,0.677499452
-0.702377701,0.590637466,-0.897914073,-0.937041328,-1.037005826,-1.412134765,-0.450415736,-1.095859714,-1.503179021
-0.09359938,-1.084696779,-0.244062886,1.527960918,1.107499031,0.00384344,-0.833932269,0.056980024,0.374113178
0.11685103,-1.218184991,0.702613585,-0.525488595,-0.391615657,0.266675632,0.448589717,-0.109805432,-0.242428647
0.811286096,-0.591676277,2.218781289,0.889524418,1.568565542,-0.797680525,1.831978772,0.134867607,1.611880303
1.881302541,-0.222343538,0.115922798,0.162185588,0.409977525,-0.113093982,0.981442422,0.655829288,0.599258124
1.834736153,0.628177333,0.559796143,1.509748805,0.022281258,2.566705168,-0.180377289,-1.44483807,0.603168381
-1.650592738,-0.961848053,-0.233295236,-0.023632771,-0.030017644,-0.265948745,-0.048097106,0.215658606,0.171769409
0.428698116,0.823183217,0.988616305,-0.775788031,-0.01276038,1.095317742,0.57911853,0.717365537,-0.000945457
0.687560386,-0.384744665,1.601468659,0.736307908,0.776354695,-0.104215702,1.686226862,1.94714178,1.036422521
-0.802349625,0.599754412,0.058747419,0.532718251,-0.642676506,-1.016526058,0.013181941,1.30783763,-0.584143162
-2.008746142,0.033407921,-0.556200027,-0.769893524,-1.515891546,-2.871074719,-0.463535341,-0.340804198,-0.704875313
0.705533216,0.511271238,-0.082935852,-0.308542147,-0.384420635,0.583484695,-0.130393767,-2.004784942,-1.282123867
0.040160889,-0.04994097,1.662053059,0.536516909,-0.099265459,-0.373884493,-0.17441273,0.528442508,-0.364635542
1.500959943,0.806382977,-0.447977309,-0.690695976,-1.2825675,1.835403543,-0.712997353,-0.439213513,-1.552728397
-0.734708881,-0.421822879,0.702000123,1.724261286,1.001043224,-0.639807177,0.893204949,1.560965865,0.968414886
-1.17033231,0.483608473,-1.243116079,-1.628080346,-1.807126749,-0.400029361,-0.813628536,-1.631397469,-1.747807631
-2.205561799,-0.84351342,0.283629379,0.47665011,0.296756625,-2.142693286,0.715032512,-0.399153146,0.90790812
-0.389879316,0.926319007,0.573448242,0.509226,-0.38072244,-0.249216362,-1.106597301,0.978850617,0.12974203
0.428599981,-0.619627371,1.1085693,-0.246947674,0.696426048,-0.058140932,0.815241725,-0.728464303,-0.217632842
-0.855442471,-1.469295016,-0.782261945,1.191910076,-0.15536224,-0.494464337,-1.711300625,-0.381839707,-0.340040444
-1.786362609,-1.843937891,-0.975058844,0.333793569,-0.080924543,-2.035033815,-1.790784293,0.55840347,-0.478071938
0.593845146,0.949900553,0.338535395,1.873935073,1.012572975,-0.030237325,0.104315926,-1.048594132,0.858134318
2.201637334,0.096709056,-0.312804241,0.278499543,-0.753207724,1.658047519,0.45876498,1.719704681,-0.178233955
-0.071029159,1.812578909,0.83374547,0.735740052,-0.005297816,0.740658536,0.25172739,-0.354765976,1.038849712
0.460007643,0.652077249,0.331280511,0.567124675,0.671994961,0.053530337,0.846926389,0.27576502,0.144372483
-0.3870715,-0.739927078,1.067255465,0.845716667,0.318896191,-0.261411226,-0.77331405,0.938325265,0.111270931
-0.400328001,0.144142379,0.266804337,-1.97507368,-1.726834963,0.275564854,0.152395959,-0.254074505,-1.088470473
-1.028540469,-0.718377632,0.435396171,1.148385426,2.295480848,-0.862130733,1.467985852,1.038473887,1.956576457
0.383225112,2.516922594,1.358567222,0.290667684,0.069124576,-0.299259266,0.759776093,-0.279341746,0.829844268
0.19862359,0.063085127,-0.206055915,1.92419982,1.672395393,0.86387631,-0.057846611,0.265461535,0.741397009
0.036227199,-1.70515392,-0.448245574,-0.335610607,-0.543114155,-0.531200336,-1.161123536,-1.194124248,-0.313601629
1.345342466,0.297829897,1.198459642,0.777020305,1.43348091,1.962105741,-0.189522432,0.15573834,-0.211199734
0.37508454,-0.139339342,-0.171445477,0.989115623,0.717400603,0.740035996,-0.390734,-1.395871438,0.101942946
-0.767658422,-0.337999577,0.703155439,0.404439847,1.007488432,-1.258076813,-0.866104389,-0.175881729,0.628531927
0.898223401,0.559972778,-0.592521911,-1.103494724,-1.602873374,0.548804827,-1.091636518,-0.336752187,-1.494310845
0.659241454,0.763843459,1.684050399,1.039759736,1.437641815,-0.4908705,2.965069002,1.98932346,2.368175953
0.421976578,0.615523647,-0.618508649,-0.626569837,0.16893575,0.570106482,-0.709890325,-0.459649901,-0.434889446
-0.291118421,-0.651240573,0.743687595,-0.090264949,-0.120032636,-1.369244729,0.763765292,0.165842759,-0.458765362
0.161874511,0.044120217,0.636890022,1.147334381,0.931409706,0.459037736,0.251121027,-0.341543416,0.695089455
-0.971142701,0.088338995,0.305001316,0.64390992,0.601008695,-0.552130991,0.282010319,-0.426174024,0.24893914
2.221650453,1.576659372,0.834673475,-0.173819881,0.235811603,1.841135818,1.965624758,0.766151398,0.674831448
0.036011513,1.281192164,0.125754211,-0.711026707,-0.506852446,1.170670538,1.350782652,0.382710911,-0.554761387
-0.5899252,-0.758400951,-1.781772385,-1.803700182,-1.307009882,0.672294292,-1.244221384,-1.113828384,-1.59256646
-0.835866298,-0.174328854,-0.065476838,-0.511813558,-0.593990834,0.255341084,-0.63990687,0.365143484,-0.28326443
-0.946350383,1.331203333,-1.316641858,1.596596104,0.49013466,-0.585278296,-0.860161337,-0.038364296,0.735460232
0.368889129,1.097166473,0.947507989,-0.223914531,-0.259049192,0.360127189,1.028298444,1.466656123,0.542743886
-0.33664533,1.02532458,0.375916098,0.874799969,-0.055957019,-0.025668989,-1.692461629,1.011844101,0.090075346
-0.249097635,-0.141117033,0.089448467,-1.532116535,-1.321345717,-0.834375693,-1.620491615,0.830958362,-1.107462739
1.017624022,1.182442866,-0.61846176,0.103625664,-0.524957163,0.457350965,-0.509227021,-1.004053422,-0.384924578
1.590428294,2.145744445,1.625150953,1.560065254,1.369589611,1.699224233,2.01471327,1.180927814,1.835894305
-1.107868286,0.158340927,0.713804604,-0.256271705,-1.033628076,-1.021776122,0.93334954,-0.118879944,0.389616956
-0.68256216,-0.476642141,-2.090782671,-0.232517641,-0.775125794,-0.233686924,-0.295095183,-0.686285908,-1.055955286
0.363831682,-0.319591647,-0.17913301,1.82439773,1.490743463,1.197610005,-0.057896163,0.634268931,1.409999063
1.304110786,0.219733067,0.555473765,1.13559962,1.737743275,1.389448451,0.146901274,0.661809848,1.129151764
-0.107827186,0.795133994,-0.490961438,0.892294363,-1.152410283,0.519590394,-0.927592308,-1.511526259,-0.947765418
0.897353977,-1.009417524,-0.634278599,-0.624160044,-1.757239054,0.814980672,-0.984509574,-2.173058487,-1.001021607
0.748641179,0.495722502,0.151196984,0.998019567,2.185876323,0.002522477,-0.136245547,0.201663001,0.88207102
-1.210307602,-0.482119591,-0.823523552,-0.872085495,-0.660811582,-0.247827246,-0.764832933,-1.59861652,-0.665367355
-1.374456716,-1.509373729,1.3440877,-0.339108155,-0.653273251,-1.064192355,-0.038830099,1.391941772,-0.040979458
-2.093792698,-0.5402038,-0.088286084,-0.230013297,-0.19382023,-2.36011924,-0.447149358,0.056573177,-0.755457671
-0.397782974,0.942808599,2.534727936,1.405634772,1.015511656,0.741632559,1.36947549,0.351673162,1.064208054
0.641903736,-0.474779451,-0.3705283,1.240752174,0.400969173,0.513107533,-0.562693687,2.439353387,0.182497039
-0.502876631,-0.967242113,0.345658462,0.449032586,1.279739237,-0.559722141,0.943458759,-0.379381557,0.276997216
0.610065231,1.042084918,-1.403659002,-0.841454147,-1.545092807,0.093071184,-1.634307917,-0.101146069,-1.634091421
0.626420484,0.406730252,-0.072543581,-0.139087353,-0.183846057,0.434473084,-0.955174922,0.699274454,-0.915818062
1.625200811,1.373411026,1.040537976,1.065821401,0.33739853,1.758920013,0.171689974,-1.072057765,0.340390188
-0.518856718,-0.302475366,0.58233956,-2.065928153,-1.019996661,-0.87167436,0.476562581,1.180991679,-0.923797269
0.484663157,0.881239312,0.240728262,-1.051378935,0.589494652,2.10E-05,-0.432776474,0.086539065,-0.603711338
0.130444483,-1.237494154,0.862674723,-0.300431909,0.137232134,0.112728688,1.086539985,0.554268933,-0.242615951
-1.842858292,-0.618286807,-0.647690699,-1.991307322,-1.731089536,-2.543983704,-0.31076897,-1.235395865,-2.098440921
0.969269161,-0.377729746,0.342531258,0.685414983,0.671255323,0.605979814,1.409752937,1.491955054,0.788351621
-0.367589472,-1.779310353,0.879592071,-1.760662104,-0.577636821,-0.59164004,0.498962806,1.110867893,-0.704588582
-0.156250732,0.769216024,-0.191468996,0.698138971,1.029140347,-0.407116471,-1.05639117,0.519467098,0.850124101
0.894843854,1.14042435,0.802026197,-0.488952212,0.6852781,-0.252199229,0.067119041,0.058612219,1.13642092
0.047637931,-1.617946101,-0.326209391,-0.095842255,0.136115383,-0.238254762,0.926676583,-0.563850191,0.615462118
2.080925514,0.663668363,-1.141598353,-0.592812024,-0.338080294,1.183846725,-0.821040023,1.507914761,-0.261004725
0.455539828,-0.438691382,0.153289621,-0.411642141,-0.486975607,0.257346699,0.358614569,-0.376920749,-0.78537273
1.790785517,1.334306717,1.660783362,1.161858093,1.395225253,2.23823819,0.93941568,0.438674743,1.390342772
0.539464032,1.326131625,1.0488974,-0.133835562,0.141459457,0.298151102,0.464558635,1.058116343,0.22978038
-1.188770743,-0.149874874,-1.332803751,-0.486049073,-1.085022978,-0.623685761,0.20595393,-0.539246946,-1.165393219
1.423618118,2.175357407,0.29215476,1.407882967,1.86613969,0.111920097,0.867191944,2.532593217,1.935276059
0.957629143,1.174353273,0.130597246,1.159163103,0.092927096,0.915417333,0.207892972,-0.834701684,0.283194688
-0.621003905,-0.304826828,-0.574487869,0.084283555,-0.885903305,-0.95092446,0.165279984,-1.129475239,0.344933109
-1.00436939,-0.27389968,0.592519907,-0.167042148,0.062880805,-0.615465216,0.163248922,0.701673521,-0.14317299
1.057067816,0.373636277,-0.533739565,0.950866923,-0.47020768,0.060112712,-0.669742515,0.418720462,-0.244512313
